name,url,price,base_elevation_ft,peak_elevation_ft,vertical_drop_ft,slope_mi,state,skiable_acres,annual_snowfall,owner,Tram,Gondola,Pulse Gondola,Cabriolet,8-pack,6-pack,Chondola,Detach Quad,Fixed Quad,Triple,Detach Triple,Double,Single,T-Bar,J-Bar,Poma/platter,Ropetow,Carpet,total_lifts,surface_lifts_only
Soldier Mountain,https://www.skiresort.info/ski-resort/soldier-mountain/,69.0,5807.0,7178.0,1371.0,16.0,Idaho,1142.0,100.0,Independent,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,No
Solitude,https://www.skiresort.info/ski-resort/solitude/,189.0,8005.0,10036.0,2031.0,40.0,Utah,1200.0,500.0,Alterra,0,0,0,0,0,1,0,3,2,1,0,1,0,0,0,0,0,1,9,No
Song Mountain,https://www.skiresort.info/ski-resort/song-mountain/,85.0,1312.0,1919.0,607.0,8.0,New York,100.0,125.0,Independent,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,No
Spirit Mountain,https://www.skiresort.info/ski-resort/spirit-mountain/,86.0,689.0,1280.0,591.0,7.0,Minnesota,174.0,100.0,Independent,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,6,No
Spring Mountain,https://www.skiresort.info/ski-resort/spring-mountain/,58.0,164.0,492.0,328.0,5.0,Pennsylvania,45.0,27.0,Independent,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,6,No
Spruce Mountain,https://www.skiresort.info/ski-resort/spruce-mountain-jay/,30.0,351.0,600.0,249.0,1.0,Maine,,,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,Yes
Standing Rocks Park,https://www.skiresort.info/ski-resort/standing-rocks/,16.0,1099.0,1220.0,121.0,1.0,Wisconsin,30.0,45.0,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Yes
Steamboat,https://www.skiresort.info/ski-resort/steamboat/,299.0,6900.0,10568.0,3668.0,103.0,Colorado,3500.0,313.0,Alterra,0,2,1,0,0,1,0,8,0,4,0,2,0,0,0,0,1,6,25,No
Steeplechase,https://www.skiresort.info/ski-resort/steeplechase-ski-area/,45.0,902.0,1115.0,213.0,2.0,Minnesota,45.0,,Independent,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,No
Stevens Pass,https://www.skiresort.info/ski-resort/stevens-pass/,119.0,3839.0,5741.0,1903.0,24.0,Washington,1125.0,460.0,Vail Resorts,0,0,0,0,0,0,0,4,2,3,0,1,0,0,0,0,0,2,12,No
Storrs Hill,https://www.skiresort.info/ski-resort/storrs-hill-lebanon/,15.0,558.0,925.0,367.0,1.0,New Hampshire,20.0,,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Yes
Stowe,https://www.skiresort.info/ski-resort/stowe/,239.0,1280.0,3661.0,2382.0,43.0,Vermont,485.0,314.0,Vail Resorts,0,2,0,0,0,1,0,3,1,1,0,2,0,0,0,0,0,2,12,No
Stratton,https://www.skiresort.info/ski-resort/stratton/,197.78,1969.0,3875.0,1906.0,57.0,Vermont,670.0,180.0,Alterra,0,1,0,0,0,4,0,1,2,1,0,1,0,0,0,0,0,4,14,No
Sugar Bowl,https://www.skiresort.info/ski-resort/sugar-bowl/,244.0,6883.0,8383.0,1499.0,43.0,California,1650.0,500.0,Independent,0,1,0,0,0,0,0,5,3,1,0,0,0,0,0,1,0,1,12,No
Sugar Mountain,https://www.skiresort.info/ski-resort/sugar-mountain/,94.0,4098.0,5213.0,1115.0,9.0,North Carolina,115.0,70.0,Independent,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,1,7,No
Sugarbush,https://www.skiresort.info/ski-resort/sugarbush/,243.75,1483.0,4068.0,2585.0,53.0,Vermont,581.0,250.0,Alterra,0,0,0,0,0,0,0,5,6,1,0,1,0,1,0,0,0,3,17,No
Sugarloaf,https://www.skiresort.info/ski-resort/sugarloaf/,139.0,1398.0,4219.0,2822.0,54.0,Maine,1230.0,200.0,Boyne Resorts,0,0,0,0,0,0,0,3,3,1,0,5,0,2,0,0,0,1,15,No
Sun Valley: Bald Mountain,https://www.skiresort.info/ski-resort/bald-mountain-sun-valley/,209.0,5751.0,9150.0,3399.0,56.0,Idaho,2054.0,200.0,The Holding Family,0,1,0,0,0,2,0,6,0,2,0,0,0,0,0,0,0,1,12,No
Sun Valley: Dollar Mountain,https://www.skiresort.info/ski-resort/dollar-mountain-sun-valley/,139.0,6010.0,6637.0,627.0,6.0,Idaho,189.0,,The Holding Family,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,5,No
Sunburst,https://www.skiresort.info/ski-resort/sunburst/,70.0,974.0,1171.0,197.0,2.0,Wisconsin,40.0,50.0,Independent,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,9,No
Sundance,https://www.skiresort.info/ski-resort/sundance/,159.0,6070.0,8251.0,2182.0,27.0,Utah,450.0,300.0,Independent,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,3,9,No
Sunday River,https://www.skiresort.info/ski-resort/sunday-river/,159.0,820.0,3140.0,2320.0,53.0,Maine,870.0,167.0,Boyne Resorts,0,0,0,0,1,1,1,2,5,5,0,1,0,1,0,0,0,3,20,No
Sundown (Connecticut),https://www.skiresort.info/ski-resort/sundown/,75.0,449.0,1076.0,627.0,4.0,Connecticut,65.0,45.0,Independent,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,5,No
Sundown (Iowa),https://www.skiresort.info/ski-resort/sundown-mountain-resort/,87.0,715.0,1148.0,433.0,2.0,Iowa,55.0,45.0,Independent,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,6,No
Sunlight Mountain,https://www.skiresort.info/ski-resort/sunlight-mountain/,104.0,7884.0,9892.0,2008.0,12.0,Colorado,730.0,250.0,Independent,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,7,10,No
Sunrise Park,https://www.skiresort.info/ski-resort/sunrise-park/,99.0,9360.0,10925.0,1565.0,,Arizona,1200.0,250.0,Independent,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,1,1,8,No
Swain,https://www.skiresort.info/ski-resort/swain/,79.0,1312.0,1969.0,656.0,7.0,New York,130.0,120.0,Independent,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,5,No
Swiss Valley,https://www.skiresort.info/ski-resort/swiss-valley/,53.0,971.0,1194.0,223.0,1.0,Michigan,60.0,60.0,Independent,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,5,No
Tahoe Donner,https://www.skiresort.info/ski-resort/tahoe-donner/,110.0,6749.0,7349.0,600.0,9.0,California,120.0,400.0,Independent,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,No
Tamarack Resort,https://www.skiresort.info/ski-resort/tamarack-resort/,140.0,4888.0,7700.0,2812.0,26.0,Idaho,1100.0,300.0,Independent,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,1,7,No
Taos,https://www.skiresort.info/ski-resort/taos/,195.0,9203.0,12451.0,3248.0,70.0,New Mexico,1294.0,300.0,Independent,0,0,1,0,0,0,0,2,2,4,0,1,0,0,0,0,0,3,13,No
Telluride,https://www.skiresort.info/ski-resort/telluride/,260.0,8727.0,12516.0,3789.0,55.0,Colorado,2000.0,280.0,Independent,0,2,0,0,0,0,1,7,1,1,0,2,0,0,0,2,0,3,19,No
Tenney Mountain,https://www.skiresort.info/ski-resort/tenney-mountain/,85.0,748.0,2149.0,1401.0,9.0,New Hampshire,,,Independent,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,5,No
Terry Peak,https://www.skiresort.info/ski-resort/terry-peak/,71.0,5906.0,6988.0,1083.0,10.0,South Dakota,450.0,150.0,Independent,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5,No
Teton Pass,https://www.skiresort.info/ski-resort/teton-pass/,59.0,6188.0,7198.0,1010.0,9.0,Montana,407.0,250.0,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,No
The Highlands at Harbor Springs,https://www.skiresort.info/ski-resort/the-highlands-at-harbor-springs/,112.0,787.0,1339.0,551.0,16.0,Michigan,435.0,140.0,Boyne Resorts,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,1,2,9,No
The Homestead Resort,https://www.skiresort.info/ski-resort/the-homestead-resort/,99.0,689.0,869.0,180.0,2.0,Michigan,16.0,150.0,Independent,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,5,No
The Omni Homestead,https://www.skiresort.info/ski-resort/the-omni-homestead/,64.0,2461.0,3051.0,591.0,2.0,Virginia,45.0,50.0,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,No
The Summit at Snoqualmie: Alpental,https://www.skiresort.info/ski-resort/alpental/,140.0,3156.0,5479.0,2323.0,6.0,Washington,875.0,428.0,Boyne Resorts,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,6,No
The Summit at Snoqualmie: Summit Areas,https://www.skiresort.info/ski-resort/the-summit-at-snoqualmie/,140.0,2625.0,3871.0,1247.0,17.0,Washington,1119.0,428.0,Boyne Resorts,0,0,0,0,0,0,0,2,5,3,0,5,0,0,0,0,0,4,19,No
Thunder Ridge,https://www.skiresort.info/ski-resort/thunder-ridge/,79.0,482.0,876.0,394.0,3.0,New York,100.0,60.0,Independent,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5,8,No
Timber Ridge,https://www.skiresort.info/ski-resort/timber-ridge/,62.0,673.0,899.0,226.0,2.0,Michigan,50.0,60.0,Independent,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,4,1,9,No
Timberline (Oregon),https://www.skiresort.info/ski-resort/timberline/,149.0,4849.0,8540.0,3691.0,19.0,Oregon,1685.0,540.0,Independent,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,1,9,No
Timberline Mountain (West Virginia),https://www.skiresort.info/ski-resort/timberline-mountain/,95.0,3268.0,4268.0,1001.0,11.0,West Virginia,100.0,200.0,The Perfect Family,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,4,No
Timberline Summit Pass,https://www.skiresort.info/ski-resort/timberline-summit-pass/,56.0,3999.0,4304.0,305.0,3.0,Oregon,50.0,250.0,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,No
Titcomb Mountain,https://www.skiresort.info/ski-resort/titcomb-mountain/,45.0,413.0,689.0,276.0,3.0,Maine,45.0,85.0,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,Yes
Titus Mountain,https://www.skiresort.info/ski-resort/titus-mountain/,79.0,1060.0,2024.0,965.0,17.0,New York,200.0,150.0,Independent,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,8,No
Treetops,https://www.skiresort.info/ski-resort/treetops/,40.0,1119.0,1332.0,213.0,3.0,Michigan,80.0,150.0,Independent,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,5,No
Triangle Sports Area – Green Bay,https://www.skiresort.info/ski-resort/triangle-sports-area-green-bay/,7.0,640.0,712.0,72.0,0.2,Wisconsin,,,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,Yes
Trollhaugen,https://www.skiresort.info/ski-resort/trollhaugen/,67.0,951.0,1188.0,236.0,3.0,Wisconsin,86.0,50.0,Independent,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,9,No
Turner Mountain,https://www.skiresort.info/ski-resort/turner-mountain/,45.0,3842.0,5951.0,2110.0,9.0,Montana,1000.0,200.0,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,No
Tussey Mountain,https://www.skiresort.info/ski-resort/tussey-mountain/,62.0,1316.0,1814.0,499.0,2.0,Pennsylvania,38.0,41.0,Independent,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,No
Tyrol Basin,https://www.skiresort.info/ski-resort/tyrol-basin-mt-horeb/,60.0,873.0,1142.0,269.0,3.0,Wisconsin,32.0,41.0,Independent,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,7,No
Vail Mountain,https://www.skiresort.info/ski-resort/vail/,329.0,8061.0,11572.0,3510.0,145.0,Colorado,5317.0,354.0,Vail Resorts,0,2,0,0,0,4,0,14,1,2,0,0,0,1,0,3,0,5,32,No
Val Bialas Ski Center – Utica,https://www.skiresort.info/ski-resort/val-bialas-ski-center-utica/,10.0,574.0,823.0,249.0,1.0,New York,10.0,88.0,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Yes
Veterans Memorial – Franklin,https://www.skiresort.info/ski-resort/veterans-memorial-franklin/,30.0,774.0,1001.0,226.0,1.0,New Hampshire,50.0,,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,Yes
Victor Constant,https://www.skiresort.info/ski-resort/victor-constant-west-point/,38.0,459.0,968.0,509.0,2.0,New York,,39.0,Independent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,No
Villa Olivia,https://www.skiresort.info/ski-resort/villa-olivia-bartlett/,45.0,791.0,846.0,56.0,1.0,Illinois,15.0,25.0,Independent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,7,No
Villa Roma,https://www.skiresort.info/ski-resort/villa-roma/,35.0,1099.0,1280.0,180.0,1.0,New York,,,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,No
Wachusett Mountain,https://www.skiresort.info/ski-resort/wachusett-mountain/,107.0,1004.0,2005.0,1001.0,7.0,Massachusetts,110.0,100.0,Independent,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,7,No
Ward Hill – Shrewsbury,https://www.skiresort.info/ski-resort/ward-hill-shrewsbury/,68.0,344.0,525.0,180.0,1.0,Massachusetts,45.0,80.0,Independent,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4,No
Warner Canyon,https://www.skiresort.info/ski-resort/warner-canyon-lakeview/,40.0,5699.0,6480.0,781.0,6.0,Oregon,200.0,50.0,Independent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,No
Waterville Valley,https://www.skiresort.info/ski-resort/waterville-valley/,139.0,1985.0,4003.0,2018.0,16.0,New Hampshire,265.0,148.0,Independent,0,0,0,0,0,1,0,1,0,2,0,3,0,2,0,0,0,2,11,No
Welch Village,https://www.skiresort.info/ski-resort/welch-village/,82.0,699.0,1060.0,361.0,4.0,Minnesota,140.0,45.0,Independent,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,2,11,No
Wenatchee – Mission Ridge,https://www.skiresort.info/ski-resort/wenatchee-mission-ridge/,119.0,4567.0,6818.0,2251.0,22.0,Washington,2000.0,200.0,Independent,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,1,7,No
West Mountain,https://www.skiresort.info/ski-resort/west-mountain/,89.0,449.0,1427.0,978.0,6.0,New York,124.0,80.0,Independent,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,5,No
Whaleback,https://www.skiresort.info/ski-resort/whaleback/,50.0,1138.0,1781.0,643.0,7.0,New Hampshire,85.0,110.0,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,No
White Pass,https://www.skiresort.info/ski-resort/white-pass/,75.0,4498.0,6516.0,2018.0,19.0,Washington,1402.0,400.0,Independent,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,3,8,No
White Pine,https://www.skiresort.info/ski-resort/white-pine-pinedale/,65.0,8501.0,9501.0,1001.0,7.0,Wyoming,370.0,150.0,Independent,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,No
Whitecap Mountains,https://www.skiresort.info/ski-resort/whitecap-mountains/,85.0,1447.0,1768.0,322.0,9.0,Wisconsin,400.0,200.0,Independent,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,6,No
Whiteface – Lake Placid,https://www.skiresort.info/ski-resort/whiteface-lake-placid/,129.0,1217.0,4396.0,3179.0,24.0,New York,288.0,190.0,New York State,0,1,0,0,0,0,0,2,3,1,0,2,0,0,0,0,0,2,11,No
Whitefish Mountain Resort,https://www.skiresort.info/ski-resort/whitefish-mountain-resort/,110.0,4465.0,6818.0,2352.0,57.0,Montana,3000.0,320.0,Independent,0,0,0,0,0,1,0,3,2,6,0,0,0,2,0,0,0,2,16,No
Whitetail,https://www.skiresort.info/ski-resort/whitetail/,128.0,856.0,1788.0,932.0,6.0,Pennsylvania,109.0,40.0,Vail Resorts,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,2,7,No
Whitetail Ridge – Fort McCoy,https://www.skiresort.info/ski-resort/whitetail-ridge-fort-mccoy/,40.0,889.0,1056.0,167.0,1.0,Wisconsin,,,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Yes
Wild Mountain,https://www.skiresort.info/ski-resort/wild-mountain/,59.0,784.0,1053.0,269.0,3.0,Minnesota,100.0,50.0,Independent,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,9,No
Wildcat Mountain,https://www.skiresort.info/ski-resort/wildcat-mountain/,144.0,1949.0,4062.0,2113.0,16.0,New Hampshire,225.0,207.0,Vail Resorts,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,5,No
Willamette Pass,https://www.skiresort.info/ski-resort/willamette-pass-crescent/,66.0,5118.0,6680.0,1562.0,18.0,Oregon,555.0,430.0,Mountain Capital Partners,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,6,No
Willard Mountain,https://www.skiresort.info/ski-resort/willard-mountain-greenwich/,62.0,922.0,1381.0,459.0,2.0,New York,85.0,80.0,Independent,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,5,No
Wilmot Mountain,https://www.skiresort.info/ski-resort/wilmot-mountain/,99.0,755.0,958.0,203.0,2.0,Wisconsin,120.0,48.0,Vail Resorts,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,2,2,10,No
Windham Mountain,https://www.skiresort.info/ski-resort/windham-mountain/,225.0,1503.0,3100.0,1598.0,29.0,New York,285.0,100.0,Independent,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,5,11,No
Winter Park (Kewaunee),https://www.skiresort.info/ski-resort/winter-park-kewaunee-county/,20.0,604.0,738.0,135.0,1.0,Wisconsin,5.0,,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Yes
Winter Park Resort,https://www.skiresort.info/ski-resort/winter-park-resort/,275.0,8999.0,12060.0,3061.0,89.0,Colorado,3081.0,327.0,Alterra,0,1,0,1,0,4,0,5,0,3,0,6,0,0,0,1,0,3,24,No
Wintergreen Resort,https://www.skiresort.info/ski-resort/wintergreen-resort/,139.0,2513.0,3514.0,1001.0,6.0,Virginia,129.0,40.0,Pacific Group Resorts,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,3,8,No
Winterplace,https://www.skiresort.info/ski-resort/winterplace/,85.0,2995.0,3599.0,604.0,6.0,West Virginia,90.0,100.0,Independent,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,2,9,No
Wisp,https://www.skiresort.info/ski-resort/wisp-mchenry-deep-creek-lake/,129.0,2415.0,3117.0,702.0,10.0,Maryland,132.0,100.0,Pacific Group Resorts,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,5,13,No
Wolf Creek,https://www.skiresort.info/ski-resort/wolf-creek/,91.0,10299.0,11903.0,1604.0,62.0,Colorado,1600.0,430.0,Independent,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,1,0,2,11,No
Woods Valley,https://www.skiresort.info/ski-resort/woods-valley/,65.0,574.0,1066.0,492.0,3.0,New York,25.0,180.0,Independent,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,5,No
Yawgoo Valley,https://www.skiresort.info/ski-resort/yawgoo-valley/,40.0,115.0,299.0,184.0,2.0,Rhode Island,36.0,39.0,Independent,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,No
